name,price,price_z,sku,size_nm,size,title,quantity,Link,color_nm,color,country_proizvodit,resp_foto0,resp_foto1,resp_foto2,resp_foto3,resp_foto15,resp_foto14,resp_foto13,resp_foto12,resp_foto11,resp_foto10,resp_foto9,resp_foto8,resp_foto7,resp_foto6,resp_foto5,categor_list10,categor_list9,categor_list8,categor_list7,categor_list6,categor_list5,categor_list4,categor_list0,categor_list1,categor_list2
Джинсы женские утепленные TALACE F065-2,1390,990,ARK-F065-2,Size,30;32;33;36,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 85% хлопок, 15% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_talace_f065_2/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/683/6831b2f5dcee6a5a3194339f75184e4b.jpg,https://www.kupi-jeans.ru/upload/iblock/683/6831b2f5dcee6a5a3194339f75184e4b.jpg,https://www.kupi-jeans.ru/upload/iblock/30d/30d820ef35ca7c23cd324074112044fd.jpg,https://www.kupi-jeans.ru/upload/iblock/092/0927d944789cb5ac506bd1d972629b11.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные HDL 305,1300,900,ARK-305,Size,28;29;30;31;32;33,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 85% хлопок, 15% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hdl_305/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/1f6/1f60d993c37448278c2fa727858cc187.jpg,https://www.kupi-jeans.ru/upload/iblock/1f6/1f60d993c37448278c2fa727858cc187.jpg,https://www.kupi-jeans.ru/upload/iblock/72a/72aa37df25fbaf770dc79af0b28dead1.jpg,https://www.kupi-jeans.ru/upload/iblock/dca/dca19eab02f62d6151c6102b33bdfbe7.jpg,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/dd3/dd3b1e83612ef06c8a768b30cbe8f346.jpg,https://www.kupi-jeans.ru/upload/iblock/fde/fdefff52d38806d131fc33aabef81ffc.jpg,https://www.kupi-jeans.ru/upload/iblock/3b5/3b5b68eaa5332575aff56d5d0002bcbf.jpg,https://www.kupi-jeans.ru/upload/iblock/bd0/bd029d14c4975df1193cd5a133c98d20.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные JSTH 301,1300,900,ARK-301,Size,29;31,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_jsth_301/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/4d1/4d1deea8878fd50ab2bef1713dec4a81.jpg,https://www.kupi-jeans.ru/upload/iblock/4d1/4d1deea8878fd50ab2bef1713dec4a81.jpg,https://www.kupi-jeans.ru/upload/iblock/f3c/f3c0a2e65444ade258089f98ea42182b.jpg,https://www.kupi-jeans.ru/upload/iblock/c06/c0625184753f7f80c8b2e69111849ac5.jpg,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/541/541250893be1179b9c1185e1a80e5b7b.jpg,https://www.kupi-jeans.ru/upload/iblock/191/1917fd4f1faee00c4593a859d7e69d0d.jpg,https://www.kupi-jeans.ru/upload/iblock/7f3/7f3ffd723fc62831433e962ba92f9f6b.jpg,https://www.kupi-jeans.ru/upload/iblock/12b/12b553c8da8fa83cb1f2a9c0ac571a63.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные HDL 306,1300,900,ARK-306,Size,28;29;30;31;32;33,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 85% хлопок, 15% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hdl_306/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/053/05351c017ae037b9babf32241ba83ec8.jpg,https://www.kupi-jeans.ru/upload/iblock/053/05351c017ae037b9babf32241ba83ec8.jpg,https://www.kupi-jeans.ru/upload/iblock/5b6/5b60fbb33eefd50bfc8de54bad78a4f9.jpg,https://www.kupi-jeans.ru/upload/iblock/7be/7be9b13fb39b2f1ecf957bdf26d5cd85.jpg,,,,,,,https://www.kupi-jeans.ru/upload/iblock/930/930708b79f4d81cb0606aa26d5f20f58.jpg,https://www.kupi-jeans.ru/upload/iblock/568/568f2935fca4fd43f35a81b250b814e5.jpg,https://www.kupi-jeans.ru/upload/iblock/ef6/ef6552c234e652ffc8c7a78e5b7df83f.jpg,https://www.kupi-jeans.ru/upload/iblock/69e/69ea9659b065bc26bbe92c8ea850c620.jpg,https://www.kupi-jeans.ru/upload/iblock/696/696416d4af88119d0eb7c2d8e8d60d01.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные HDL 318,1300,900,ARK-318,Size,30;31;32,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 85% хлопок, 15% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hdl_318/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/d80/d80be7486f6354b361e5192f9ccd8ce1.jpg,https://www.kupi-jeans.ru/upload/iblock/d80/d80be7486f6354b361e5192f9ccd8ce1.jpg,https://www.kupi-jeans.ru/upload/iblock/279/279e054977eae66ffbc9acae50564c45.jpg,https://www.kupi-jeans.ru/upload/iblock/40e/40ef6350e4e6aa88449d6db05bf0aec7.jpg,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/431/43151f3112fc25b76c1436f1d8577ccc.jpg,https://www.kupi-jeans.ru/upload/iblock/918/918336a0de0f4468099b0c15915bacc9.jpg,https://www.kupi-jeans.ru/upload/iblock/852/852146cb46c2345d230afba1338cf70a.jpg,https://www.kupi-jeans.ru/upload/iblock/1fb/1fbfb5b153855ca4effe51e5b39ab63a.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Hao Di HD99-800,1390,990,ARK-HD99-800,Size,32;42,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hao_di_hd99_800/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/cab/cabff8625a652b67dc66f40bddff688c.jpg,https://www.kupi-jeans.ru/upload/iblock/cab/cabff8625a652b67dc66f40bddff688c.jpg,https://www.kupi-jeans.ru/upload/iblock/b9e/b9e5a79595bc69846c4280eaa94468fd.jpg,https://www.kupi-jeans.ru/upload/iblock/c8a/c8a49dde6af8e746648df573904257f2.jpg,,,,,,,https://www.kupi-jeans.ru/upload/iblock/521/521fb3ba147f35e199fc9e1f412c175d.jpg,https://www.kupi-jeans.ru/upload/iblock/76d/76d63e3d23fb926f4196af2cb3350332.jpg,https://www.kupi-jeans.ru/upload/iblock/354/35473f0c167f43c5c9c6aa836d5c47ee.jpg,https://www.kupi-jeans.ru/upload/iblock/051/051cc5acaa76eb3de9610fa19d83764c.jpg,https://www.kupi-jeans.ru/upload/iblock/f60/f60640b569c7711510e67e11b0eebde4.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Hao Di HD99-802,1390,990,ARK-HD99-802,Size,28;29;30;31;32;33,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hao_di_hd99_802/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/782/78237d8363ae89add831927398254c8b.jpg,https://www.kupi-jeans.ru/upload/iblock/782/78237d8363ae89add831927398254c8b.jpg,https://www.kupi-jeans.ru/upload/iblock/294/2946aafd99b2f65b2d91c70261e57723.jpg,https://www.kupi-jeans.ru/upload/iblock/18d/18dacaf3adf2e4821759426fae709423.jpg,,,,,,,https://www.kupi-jeans.ru/upload/iblock/7b7/7b7a743c2dc5cbd867b984f05d1abdd1.jpg,https://www.kupi-jeans.ru/upload/iblock/843/843c3bda4179308d77152a1e6644e842.jpg,https://www.kupi-jeans.ru/upload/iblock/87d/87dcb47b25c1a950f480f6e4aa95007c.jpg,https://www.kupi-jeans.ru/upload/iblock/690/69081fc32c54f53ee7564d71e307bb8b.jpg,https://www.kupi-jeans.ru/upload/iblock/628/62889b5ea713793b504cd9f2f6bb8f7a.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные HDL 312,1300,900,ARK-312,Size,31;33;34;36;38,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 85% хлопок, 15% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hdl_312/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/f26/f267fdf70d64da474dfbcd84aea4885b.jpg,https://www.kupi-jeans.ru/upload/iblock/f26/f267fdf70d64da474dfbcd84aea4885b.jpg,https://www.kupi-jeans.ru/upload/iblock/f8e/f8ea83f02fcd1aca4001fee5812fdad0.jpg,https://www.kupi-jeans.ru/upload/iblock/cbf/cbf4b8cf28ee6ef7ec74c9e1c3fed14c.jpg,,,,,,,https://www.kupi-jeans.ru/upload/iblock/7e2/7e268fb1ec71856905f453ca8f3597fa.jpg,https://www.kupi-jeans.ru/upload/iblock/f72/f72c009adb159fe8a7636d380f5734a8.jpg,https://www.kupi-jeans.ru/upload/iblock/5e3/5e318867823fccca0eda25f8c31afbed.jpg,https://www.kupi-jeans.ru/upload/iblock/954/954f8a888abf9e3111097b6c40be2d76.jpg,https://www.kupi-jeans.ru/upload/iblock/1dc/1dc3b7e6cbc528f75f16d65123b67358.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Rajojo F066-2,1390,990,ARK-F066-2,Size,30;31;32;33;34;36,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 85% хлопок, 15% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_rajojo_f066_2/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/632/632fe8574bd86e352a3a8c3bd49fada4.jpg,https://www.kupi-jeans.ru/upload/iblock/632/632fe8574bd86e352a3a8c3bd49fada4.jpg,https://www.kupi-jeans.ru/upload/iblock/573/573ab8d1a4f6b2d0acedb48ca8745f5f.jpg,https://www.kupi-jeans.ru/upload/iblock/4de/4debfd1afada74db0eab85f5f8ee6b8f.jpg,,,,,,,https://www.kupi-jeans.ru/upload/iblock/a24/a24952b891db5f393e5c8225db191ab7.jpg,https://www.kupi-jeans.ru/upload/iblock/60c/60c47a7fa07826b68998fb2fc1cf74a2.jpg,https://www.kupi-jeans.ru/upload/iblock/d39/d398182a00a9f291b0035369a6c20ce5.jpg,https://www.kupi-jeans.ru/upload/iblock/1a9/1a96e8318ac2322d4e1fde03b7680605.jpg,https://www.kupi-jeans.ru/upload/iblock/bd6/bd62207b89fc010ea5a8b2b6771c4c48.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Roxvivi RX-607,1390,990,ARK-RX-607,Size,30;32;33;34;36,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_roxvivi_rx_607/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/94e/94edea8f1ba7517e5cc200601e7474c2.jpg,https://www.kupi-jeans.ru/upload/iblock/94e/94edea8f1ba7517e5cc200601e7474c2.jpg,https://www.kupi-jeans.ru/upload/iblock/31c/31cbdd53f848d6e094c86824aad59fa2.jpg,https://www.kupi-jeans.ru/upload/iblock/250/25090e8d6a8fa922ff7dda66257bd30b.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Roxvivi RX-613,1390,990,ARK-RX-613,Size,31;32;33;34;38,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_roxvivi_rx_613/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/40d/40d8d0302a170c3e7c4a8c28406356b3.jpg,https://www.kupi-jeans.ru/upload/iblock/40d/40d8d0302a170c3e7c4a8c28406356b3.jpg,https://www.kupi-jeans.ru/upload/iblock/262/2627cd557573d480a3deadaff9fc1edd.jpg,https://www.kupi-jeans.ru/upload/iblock/c46/c460a64a02741ab1a07928fa027b44d3.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские Vickys Love K-6786,1280,880,ARK-K-6786,Size,25,"Джинсы-бойфренды. Концепция стиля этих джинсов — раскрепощенность и свобода. Создается ощущение, что девушка с утра надела джинсы своего брата или парня. Казалось бы, такой небрежный вид никак не придает женственности и стройности фигуре, но, как ни странно, женщины в них выглядят необыкновенно хрупкими.... 5 карманов. Шлевки для ремня. Застежка на молнию и 1 пуговицу. Широкие джинсы-бойфренды со средней посадкой и шаговым швом. Носить с отворотами снизу. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_vickys_love_k_6786/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/7f1/7f181848c25f9bf196f722dc6eb4477b.jpg,https://www.kupi-jeans.ru/upload/iblock/7f1/7f181848c25f9bf196f722dc6eb4477b.jpg,https://www.kupi-jeans.ru/upload/iblock/52f/52fc161199a3735a85cc5ef30bca190a.jpg,https://www.kupi-jeans.ru/upload/iblock/01f/01f0bb75b61707f25ed79f1d193c0ea5.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Tigerclub 4984,800,400,ARK-4984,Size,25,"ВНИМАНИЕ! ДАННЫЙ ТОВАР ОБМЕНУ И ВОЗВРАТУ НЕ ПОДЛЕЖИТ, Состав: 100% хлопок.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/rasprodazha/dzhinsy_zhenskie_tigerclub_4984/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/4db/4db7e13cf26964064c265f50322cac00.jpg,https://www.kupi-jeans.ru/upload/iblock/4db/4db7e13cf26964064c265f50322cac00.jpg,https://www.kupi-jeans.ru/upload/iblock/10a/10a14bad80cc98ec85338530c36e91c0.jpg,,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Распродажа
Джинсы женские утепленные DHD F-505,1200,800,ARK-F-505,Size,26,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_dhd_f_505/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/f09/f097ebdf687aae7c9294e62753a256b1.jpg,https://www.kupi-jeans.ru/upload/iblock/f09/f097ebdf687aae7c9294e62753a256b1.jpg,https://www.kupi-jeans.ru/upload/iblock/a5a/a5a83dc5331679e1bed1038d44362b28.jpg,https://www.kupi-jeans.ru/upload/iblock/633/633bc4cefdba1b5a9a35742460bc7c73.jpg,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/37a/37a3cb01acaba2a94b28aefa3cf1f122.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Miss Bon MB-702,1390,990,ARK-MB-702,Size,32;34;36;42,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_miss_bon_mb_702/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/cd1/cd183c312627f1059547ed69473ef08e.jpg,https://www.kupi-jeans.ru/upload/iblock/cd1/cd183c312627f1059547ed69473ef08e.jpg,https://www.kupi-jeans.ru/upload/iblock/f0f/f0f381d20653d85e9356be52c9d9fd27.jpg,https://www.kupi-jeans.ru/upload/iblock/d7b/d7b4dcdef33e5b9266c00c3eb521fbf2.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные XQL 013,1280,880,ARK-013,Size,25;26;27;28;30,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_xql_013/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/611/61188b34719c1c623702a8e68e6f680e.jpg,https://www.kupi-jeans.ru/upload/iblock/611/61188b34719c1c623702a8e68e6f680e.jpg,https://www.kupi-jeans.ru/upload/iblock/85a/85a4ae29248a95013fcec84a765d850a.jpg,https://www.kupi-jeans.ru/upload/iblock/bca/bcab2c46075249eb24cc13b8cdf82563.jpg,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/dab/dab8faca58f2e836b55e1445abe2c610.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
