name,price,price_z,sku,size_nm,size,title,quantity,Link,color_nm,color,country_proizvodit,resp_foto0,resp_foto1,resp_foto2,resp_foto3,resp_foto15,resp_foto14,resp_foto13,resp_foto12,resp_foto11,resp_foto10,resp_foto9,resp_foto8,resp_foto7,resp_foto6,resp_foto5,categor_list10,categor_list9,categor_list8,categor_list7,categor_list6,categor_list5,categor_list4,categor_list0,categor_list1,categor_list2
Джинсы женские утепленные Hao Di HD99-805,1390,990,ARK-HD99-805,Size,31;32;33;34;35;36,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_hao_di_hd99_805/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/fd5/fd5d32de6dd96b6a79692f03682d0358.jpg,https://www.kupi-jeans.ru/upload/iblock/fd5/fd5d32de6dd96b6a79692f03682d0358.jpg,https://www.kupi-jeans.ru/upload/iblock/c4f/c4f316ae8debebcd230f9631c9d78261.jpg,https://www.kupi-jeans.ru/upload/iblock/3cd/3cdf4ad81457b9599fac0a31775afb48.jpg,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/047/0473308ba32a89bfe0dd0308f096399b.jpg,https://www.kupi-jeans.ru/upload/iblock/735/73512ee4fd2dedbcfd6c5c6131db6cdc.jpg,https://www.kupi-jeans.ru/upload/iblock/6d9/6d9819c9c41493b7ef9f38d8f881b9d5.jpg,https://www.kupi-jeans.ru/upload/iblock/996/9960760eff55139417f927c53d1e34af.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские Haodi HD99-220,1399,999,ARK-HD99-220,Size,25;26;27;28;29;30,"Джинсы Haodi выполнены из хлопкового денима с нарочитыми потертостями. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_haodi_hd99_220/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/57b/57b3b7817449f3244c45e631ba001389.jpg,https://www.kupi-jeans.ru/upload/iblock/57b/57b3b7817449f3244c45e631ba001389.jpg,https://www.kupi-jeans.ru/upload/iblock/21b/21b83cbc0830b6c6a7fb2df11d976a6a.jpg,https://www.kupi-jeans.ru/upload/iblock/9ff/9ffd02236413a45176fb46c12f4b97f5.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские утепленные Langluka LJ1016-AFH,1360,960,ARK-LJ1016-AFH,Size,,"Джинсы женские утепленные. Состав: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_langluka_lj1016_afh/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/b16/b16459f684038ff30248f88b010de342.jpg,https://www.kupi-jeans.ru/upload/iblock/b16/b16459f684038ff30248f88b010de342.jpg,https://www.kupi-jeans.ru/upload/iblock/267/267df139e89a42b42bede177f5d595c2.jpg,https://www.kupi-jeans.ru/upload/iblock/b6b/b6bb6eeebbe9db4c09d0f255a41513f0.jpg,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/173/173cde7bebe4453c217084acb16fda13.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные GDKZ K-081,1280,880,ARK-K-081,Size,,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_gdkz_k_081/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/11c/11ca0b0851548f917aa48b72a5dfa347.jpg,https://www.kupi-jeans.ru/upload/iblock/11c/11ca0b0851548f917aa48b72a5dfa347.jpg,https://www.kupi-jeans.ru/upload/iblock/135/1353e010ab8767fa4a7ebbb0dd2bb424.jpg,https://www.kupi-jeans.ru/upload/iblock/7a3/7a3df3d4c58d9d534114371c3b42a500.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные XQL 010,1360,960,ARK-010,Size,29,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_xql_010/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/6d9/6d9e548bd4e819c76f480570caf76a17.jpg,https://www.kupi-jeans.ru/upload/iblock/6d9/6d9e548bd4e819c76f480570caf76a17.jpg,https://www.kupi-jeans.ru/upload/iblock/906/9061ef11e9bff7e8394f6abdd4193c5b.jpg,https://www.kupi-jeans.ru/upload/iblock/940/9400be5c8de65517a58a740ed6b74177.jpg,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/437/43793a9ba6eed0e2b3a8fa45988134de.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Roxvivi RX-605,1390,990,ARK-RX-605,Size,30;32;33;34;36,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_roxvivi_rx_605/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/7d3/7d33d8c0c5053fb30cc54d113bc0ed9d.jpg,https://www.kupi-jeans.ru/upload/iblock/7d3/7d33d8c0c5053fb30cc54d113bc0ed9d.jpg,https://www.kupi-jeans.ru/upload/iblock/c83/c83ac5f15335c41b9be82b9739424eba.jpg,https://www.kupi-jeans.ru/upload/iblock/d22/d227cca514ee76a220f5095cf7537e40.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Шорты женские джинсовые Langluka X1639DK,1200,800,ARK-X1639DK,Size,25;26;27;28;29;30,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_x1639dk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/487/487241d59a16cef2fac3ee9e27d02202.jpg,https://www.kupi-jeans.ru/upload/iblock/487/487241d59a16cef2fac3ee9e27d02202.jpg,https://www.kupi-jeans.ru/upload/iblock/b6e/b6e27e4d8897694f730acbcb467e74a0.jpg,https://www.kupi-jeans.ru/upload/iblock/574/574a14c6d03b8e00f6cbd9379458715d.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Шорты женские джинсовые Langluka X1635ADK,1190,790,ARK-X1635ADK,Size,28;29;30;31;32,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. В комплект входит ремень. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_x1635adk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/5f4/5f43059262bf875bec20361c62444c81.jpg,https://www.kupi-jeans.ru/upload/iblock/5f4/5f43059262bf875bec20361c62444c81.jpg,https://www.kupi-jeans.ru/upload/iblock/661/6617f9848fb9c765463a8b8889edba5c.jpg,https://www.kupi-jeans.ru/upload/iblock/484/48452ea04cc44f21bb3aaa336f41fafe.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Шорты женские джинсовые Langluka LK0143ADK,1200,800,ARK-LK0143ADK,Size,28;29;30;31;32,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_lk0143adk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/583/583d9a04b2895e4238c1aa9ee7e07f33.jpg,https://www.kupi-jeans.ru/upload/iblock/583/583d9a04b2895e4238c1aa9ee7e07f33.jpg,https://www.kupi-jeans.ru/upload/iblock/24b/24bfded04b445f8e327884144a86d2dd.jpg,https://www.kupi-jeans.ru/upload/iblock/b65/b6523dbb5c9a15700f2708d5fc30def9.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Шорты женские джинсовые Langluka LK0140DK,1200,800,ARK-LK0140DK,Size,25;26;28;29;30,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_lk0140dk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/efd/efdeda7d5a07be5bda8d19006d06c6af.jpg,https://www.kupi-jeans.ru/upload/iblock/efd/efdeda7d5a07be5bda8d19006d06c6af.jpg,https://www.kupi-jeans.ru/upload/iblock/260/2601dc8791bdd954aafab83c88555886.jpg,https://www.kupi-jeans.ru/upload/iblock/463/463f0f3003f0affdfac74b8113b5f798.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские утепленные Langluka LJ1388AFH,1399,999,ARK-LJ1388AFH,Size,32,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_langluka_lj1388afh/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/903/90345516ae5597c9fd37985c9801ba6d.jpg,https://www.kupi-jeans.ru/upload/iblock/903/90345516ae5597c9fd37985c9801ba6d.jpg,https://www.kupi-jeans.ru/upload/iblock/c83/c832961538c2063d159cbfd2d0c7f358.jpg,https://www.kupi-jeans.ru/upload/iblock/7f0/7f080386dbc3bfc71eb138ffbea41536.jpg,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/c37/c37009f72bfedf69217c358ab60fc4e4.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Шорты женские джинсовые Langluka LK1621K,1190,790,ARK-LK1621K,Size,25;26;27;28;30,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. В комплект входит ремень. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_lk1621k/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/d17/d17f58160413bf14d9b7ca296904dba5.jpg,https://www.kupi-jeans.ru/upload/iblock/d17/d17f58160413bf14d9b7ca296904dba5.jpg,https://www.kupi-jeans.ru/upload/iblock/7a2/7a208acfc5306d06931b561ba38981a3.jpg,https://www.kupi-jeans.ru/upload/iblock/ba1/ba10c4f68614678ac51470033d85c7e5.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские утепленные GDKZ K-070,1320,920,ARK-K-070,Size,,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_gdkz_k_070/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/1ef/1efcb370200253c2d6d39cc08818a0b0.jpg,https://www.kupi-jeans.ru/upload/iblock/1ef/1efcb370200253c2d6d39cc08818a0b0.jpg,https://www.kupi-jeans.ru/upload/iblock/08c/08c69b9c309487d8e8460bf07432d804.jpg,https://www.kupi-jeans.ru/upload/iblock/7db/7db4311d61a5f97272b3415ab95f98b0.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Шорты женские джинсовые Langluka 1598DK,1190,790,ARK-1598DK,Size,25;26;27;28;29;30,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. В комплект входит ремень. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_1598dk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/d6c/d6cde808ba2ca90b4f4f9a573e9f9a94.jpg,https://www.kupi-jeans.ru/upload/iblock/d6c/d6cde808ba2ca90b4f4f9a573e9f9a94.jpg,https://www.kupi-jeans.ru/upload/iblock/797/797a0911f01d86a96c6606f24d25cfb9.jpg,https://www.kupi-jeans.ru/upload/iblock/e1b/e1b6efff5ee38b6f4f5876303ca73d0e.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Жилет  джинсовый женский Lukaixier M13-2,1100,700,ARK-M13-2,Size,2XL;L;M;XL,"Жилет джинсовый, класического покроя, со стразами. Джинсовая ткань: 65% хлопок, 35% полиэстер.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/kurtki_pidzhaki_i_zhiletki/zhilet_dzhinsovyy_zhenskiy_lukaixier_m13_2/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/407/40776ca733c6b09241ed0e55ac69ee28.jpg,https://www.kupi-jeans.ru/upload/iblock/407/40776ca733c6b09241ed0e55ac69ee28.jpg,https://www.kupi-jeans.ru/upload/iblock/7f2/7f2a4bd0e319aef16c31328282469946.jpg,https://www.kupi-jeans.ru/upload/iblock/652/652f8628de4f7110dd7b05b75100b33c.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Куртки, пиджаки и жилетки"
Шорты женские джинсовые Langluka LK0147DK,1190,790,ARK-LK0147DK,Size,25;26;27;28;29;30,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_lk0147dk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/5ae/5ae6bc610038dcf16d5df5e8e15d24d6.jpg,https://www.kupi-jeans.ru/upload/iblock/5ae/5ae6bc610038dcf16d5df5e8e15d24d6.jpg,https://www.kupi-jeans.ru/upload/iblock/299/299e41e17fe4878f63894c53ca09464d.jpg,https://www.kupi-jeans.ru/upload/iblock/58b/58b14e7c0a9b3abcc1031e03a3613227.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские Langluka PY-305,1200,800,ARK-PY-305,Size,25;26;27,"Джинсы Langluka выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_langluka_py_305/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/175/175778d746ad8938abf2238cb10c70ba.jpg,https://www.kupi-jeans.ru/upload/iblock/175/175778d746ad8938abf2238cb10c70ba.jpg,https://www.kupi-jeans.ru/upload/iblock/dd0/dd0edd1ff6400824307cd238aa351cdc.jpg,https://www.kupi-jeans.ru/upload/iblock/911/911c739fd960f6bcb88ffa96645fe33c.jpg,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/c91/c910c2c9eab27120f4ce4bde89745c60.jpg,https://www.kupi-jeans.ru/upload/iblock/c32/c321d7777e0f22318bf83cb0f8ba314f.jpg,https://www.kupi-jeans.ru/upload/iblock/0b8/0b859692ff79947742fd4239b618460b.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские утепленные Dute 6059,1360,960,ARK-6059,Size,29;30;32,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_dute_6059/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/acd/acd20bff726a51194ed03b77f9c155eb.jpg,https://www.kupi-jeans.ru/upload/iblock/acd/acd20bff726a51194ed03b77f9c155eb.jpg,https://www.kupi-jeans.ru/upload/iblock/d50/d50dbdf2ed3d05383d05eddc60593520.jpg,https://www.kupi-jeans.ru/upload/iblock/ee1/ee1070b6e3c2e21b94aed0c40bf15bfb.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские утепленные Гodi 967,1320,920,ARK-967,Size,31,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 70% хлопок, 30% полиэстер. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_godi_967/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/b28/b2864fe80a33400186fcf21cd1c25054.jpg,https://www.kupi-jeans.ru/upload/iblock/b28/b2864fe80a33400186fcf21cd1c25054.jpg,https://www.kupi-jeans.ru/upload/iblock/d92/d92a11b4706ee706f04e5db94eae1db2.jpg,https://www.kupi-jeans.ru/upload/iblock/5e8/5e868d1e57225cb691b48ab923913962.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские Aisadandu QT008,1399,999,ARK-QT008,Size,28,"Женские джинсы в стиле casual. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_aisadandu_qt008/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/e2c/e2c5837326f78eee5e7c2006c09da450.jpg,https://www.kupi-jeans.ru/upload/iblock/e2c/e2c5837326f78eee5e7c2006c09da450.jpg,https://www.kupi-jeans.ru/upload/iblock/a81/a814df03730bd8395bf8715356c22b02.jpg,https://www.kupi-jeans.ru/upload/iblock/2a7/2a7f4cb2ea8805321034822a29a27d9e.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские утепленные Langluka X1747-1F,1360,960,ARK-X1747-1F,Size,26,"Симпатичные утепленные байкой, стрейчевые джинсы с высокой посадкой, зауженный крой. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_langluka_x1747_1f/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/2fa/2fa72b87c92506e474b3b3c239bca26b.jpg,https://www.kupi-jeans.ru/upload/iblock/2fa/2fa72b87c92506e474b3b3c239bca26b.jpg,https://www.kupi-jeans.ru/upload/iblock/df7/df73fda04f7e8339ed49626e6a00e9ca.jpg,https://www.kupi-jeans.ru/upload/iblock/f55/f557d28ce07c7d5799cc31fab4607571.jpg,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/66c/66c0efd6e4ca2188f9524c51ce821fe8.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские Haodi HD99-183KK,1399,999,ARK-HD99-183KK,Size,25;26;27;28;29;30,"Женские джинсы Haodi. состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_haodi_hd99_183kk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/00b/00b6f46c615fc981ec13861f99747e37.jpg,https://www.kupi-jeans.ru/upload/iblock/00b/00b6f46c615fc981ec13861f99747e37.jpg,https://www.kupi-jeans.ru/upload/iblock/014/0147fe2cf5e81cd0cf3102e7ee026754.jpg,https://www.kupi-jeans.ru/upload/iblock/363/36387f9cd1c87858f4f5557d91881a11.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские CO&LA CA6020AKK,1399,999,ARK-CA6020AKK,Size,32,"Джинсы-бойфренды. Концепция стиля этих джинсов — раскрепощенность и свобода. Создается ощущение, что девушка с утра надела джинсы своего брата или парня. Казалось бы, такой небрежный вид никак не придает женственности и стройности фигуре, но, как ни странно, женщины в них выглядят необыкновенно хрупкими.... 5 карманов. Шлевки для ремня. Застежка на молнию и 1 пуговицу. Ремень в комплекте. Широкие джинсы-бойфренды со средней посадкой и шаговым швом. Носить с отворотами снизу. Состав: 98% хлопок, 2% спандекс.",10;10;10;10;10;10;10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_co_la_ca6020akk/,Color,0000ff,Китай,https://www.kupi-jeans.ru/upload/iblock/add/add527dfdd53baa5b3949ad2f35d76c5.jpg,https://www.kupi-jeans.ru/upload/iblock/add/add527dfdd53baa5b3949ad2f35d76c5.jpg,https://www.kupi-jeans.ru/upload/iblock/a88/a8816e0f60c148ba1a3c7389fcd453c1.jpg,https://www.kupi-jeans.ru/upload/iblock/205/205e4fd155aadc46252134e66835adc9.jpg,,,,,,,,,,,,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
